"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"196","6/12/1992","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Summer","unknown","Non-selasphorus spp.","326_ANHU"
"197","5/9/2006","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","3088_ANHU"
"198","6/16/2006","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Summer","found on the ground","Selasphorus spp.","3113_ALHU"
"199","4/6/2012","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4417_ANHU"
"200","5/23/2015","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5333_ANHU"
"201","4/28/1999","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1612_ANHU"
"202","3/24/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6661_ALHU"
"203","3/14/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","6654_ALHU"
"204","2/23/1998","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found inside","Non-selasphorus spp.","1342_ANHU"
"205","8/23/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",6,"Summer","found on the ground","Non-selasphorus spp.","2329_ANHU"
"206","6/18/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","2921_ANHU"
"207","2/5/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","375_ANHU"
"208","12/29/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5143_ANHU"
"209","3/28/2013","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","5765_ALHU"
"210","9/12/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","541_ANHU"
"211","4/30/2012","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4448_ANHU"
"212","5/8/2012","Died","Lindsey","No","ANHU","Male","adult-like",1,"Spring","window hit","Non-selasphorus spp.","4462_ANHU"
"213","2/21/1995","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",3,"Winter","nest-related","Non-selasphorus spp.","755_ANHU"
"214","3/9/2013","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4634_ANHU"
"215","5/19/2009","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","3735_ANHU"
"216","10/10/2012","Died","Lindsey","No","ANHU","Male","adult-like",1,"Fall","unknown","Non-selasphorus spp.","4573_ANHU"
"217","5/4/2005","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2871_ANHU"
"218","1/15/2008","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3402_ANHU"
"219","2/29/2000","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1753_ANHU"
"220","6/10/2013","Died","malibu","No","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","5850_ALHU"
"221","10/8/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Fall","unknown","Selasphorus spp.","6807_ALHU"
"222","4/14/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","614_ANHU"
"223","3/25/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2424_ANHU"
"224","7/8/2015","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6477_ALHU"
"225","2/16/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5492_ANHU"
"226","3/20/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6065_ALHU"
"227","4/21/1998","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1393_ANHU"
"228","5/30/2014","Released","malibu","No","Selasphorus","unknown","Nestling",2,"Spring","unknown","Selasphorus spp.","6251_ALHU"
"229","2/28/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","unknown","Non-selasphorus spp.","4884_ANHU"
"230","11/1/2014","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Fall","unknown","Non-selasphorus spp.","6325_ANHU"
"231","4/28/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",1,"Spring","unknown","Selasphorus spp.","6277_ALHU"
"232","4/11/1994","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","609_ANHU"
"233","3/14/2006","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3025_ANHU"
"234","2/8/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Winter","unknown","Selasphorus spp.","6037_ALHU"
"235","7/26/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","530_ANHU"
"236","8/6/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5691_ANHU"
"237","8/30/2012","Died","Lindsey","No","Selasphorus","Male","adult-like",0,"Summer","found on the ground","Selasphorus spp.","4560_ALHU"
"238","4/16/2000","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","1795_ANHU"
"239","1/14/2009","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found inside","Non-selasphorus spp.","3603_ANHU"
"240","2/20/2011","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","4105_ANHU"
"241","4/12/2016","Died","malibu","Yes","Selasphorus","unknown","Nestling",0,"Spring","found on the ground","Selasphorus spp.","6693_ALHU"
"242","4/21/2014","Released","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Spring","found on the ground","Selasphorus spp.","6101_ALHU"
"243","4/8/1992","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","241_ALHU"
"244","7/24/2009","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",30,"Summer","nest-related","Non-selasphorus spp.","3799_ANHU"
"245","1/26/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","15_ANHU"
"246","8/13/2011","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","caught by domestic animal","Selasphorus spp.","4296_ALHU"
"247","10/24/2016","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","6815_ANHU"
"248","3/26/2015","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","5231_ANHU"
"249","6/11/2015","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","caught by domestic animal","Non-selasphorus spp.","5375_ANHU"
"250","1/31/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2149_ANHU"
"251","6/20/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","nest-related","Non-selasphorus spp.","5057_ANHU"
"252","5/18/2009","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","unknown","Non-selasphorus spp.","3734_ANHU"
"253","7/20/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3556_ANHU"
"254","3/29/2016","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6727_ALHU"
"255","2/27/2010","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","nest-related","Non-selasphorus spp.","3874_ANHU"
"256","7/11/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3346_ANHU"
"257","5/8/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2482_ANHU"
"258","6/15/2011","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","unknown","Non-selasphorus spp.","4250_ANHU"
"259","5/21/2010","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3961_ANHU"
"260","9/19/1991","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","179_ANHU"
"261","6/5/2005","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2908_ANHU"
"262","6/4/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5028_ANHU"
"263","4/30/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","632_ANHU"
"264","4/11/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",11,"Spring","unknown","Selasphorus spp.","6686_ALHU"
"265","3/11/2009","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","3645_ANHU"
"266","6/11/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","493_ANHU"
"267","11/19/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Fall","unknown","Selasphorus spp.","6540_ALHU"
"268","12/3/2011","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","4331_ANHU"
"269","6/14/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4248_ANHU"
"270","7/2/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","142_ANHU"
"271","4/12/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2853_ANHU"
"272","8/10/1997","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1298_ANHU"
"273","3/8/2005","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",7,"Spring","nest-related","Non-selasphorus spp.","2810_ANHU"
"274","4/9/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1586_ANHU"
"275","12/30/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5465_ANHU"
"276","7/19/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Summer","unknown","Selasphorus spp.","6579_ALHU"
"277","1/31/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found inside","Non-selasphorus spp.","5160_ANHU"
"278","2/5/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","1952_ANHU"
"279","2/13/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Winter","unknown","Selasphorus spp.","6039_ALHU"
"280","1/17/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4863_ANHU"
"281","3/18/2016","Died","Lindsey","No","Selasphorus","Male","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","5533_RUHU"
"282","4/19/1999","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Spring","nest-related","Non-selasphorus spp.","1599_ANHU"
"283","3/10/2016","Released","malibu","No","Selasphorus","unknown","Nestling",-25,"Spring","nest-related","Selasphorus spp.","6677_ALHU"
"284","2/26/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3010_ANHU"
"285","3/14/2000","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","1763_ANHU"
"286","3/5/2006","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","3019_ANHU"
"287","4/14/2013","Died","malibu","No","Selasphorus","Male","adult-like",0,"Spring","unknown","Selasphorus spp.","5775_ALHU"
"288","6/21/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","324_ANHU"
"289","2/16/2010","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","3864_ANHU"
"290","8/9/2006","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3149_ANHU"
"291","3/12/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","4898_ANHU"
"292","4/25/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",2,"Spring","unknown","Selasphorus spp.","6104_ALHU"
"293","4/25/2001","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2027_ANHU"
"294","4/8/2010","Released","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","unknown","Non-selasphorus spp.","3908_ANHU"
"295","6/13/2006","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","3105_ANHU"
"296","2/23/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","4882_ANHU"
"297","6/4/2016","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6781_ALHU"
"298","7/26/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","caught by domestic animal","Selasphorus spp.","6171_ALHU"
"299","3/13/2014","Died","malibu","Yes","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","6061_ANHU"
"300","3/28/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4662_ANHU"
"301","1/11/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","10_ANHU"
"302","8/21/1998","Released","Lindsey","Yes","BCHU","Female-like ","adult-like",18,"Summer","found on the ground","Non-selasphorus spp.","1491_BCHU"
"303","3/30/1998","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1364_ANHU"
"304","4/4/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2437_ANHU"
"305","4/10/1992","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Non-selasphorus spp.","244_ANHU"
"306","3/1/2006","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3015_ANHU"
"307","7/1/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","6581_ALHU"
"308","7/8/2005","Released","Lindsey","Yes","Selasphorus","Female-like ","adult-like",1,"Summer","found on the ground","Selasphorus spp.","2952_ALHU"
"309","11/1/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found inside","Non-selasphorus spp.","2979_ANHU"
"310","7/22/2009","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","3797_ANHU"
"311","5/1/2009","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found inside","Non-selasphorus spp.","3713_ANHU"
"312","6/21/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","1664_ANHU"
"313","4/4/2005","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","2843_ALHU"
"314","10/16/2007","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","3378_ANHU"
"315","5/6/2013","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5933_ANHU"
"316","8/19/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","3564_ANHU"
"317","6/19/2014","Released","malibu","Yes","Selasphorus","Female-like ","adult-like",4,"Summer","unknown","Selasphorus spp.","6145_ALHU"
"318","1/24/2015","Died","malibu","Yes","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","6342_ANHU"
"319","7/20/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","3355_ANHU"
